#OTU ID	S0203-T6	S0204-T6	S0407-T6	S0408-T6	S0713-T6	S0714-T6	S1019-T0	S1020-T0	S1121-T0	S1121-T6	S1122-T0	S1122-T6	S1223-T0	S1223-T6	S1224-T0	S1224-T6	S1325-T0	S1326-T0	S1427-T0	S1427-T6	S1428-T0	S1428-T6	S1529-T0	S1529-T6	S1530-T0	S1530-T6	S1631-T0	S1631-T6	S1632-T0	S1632-T6	S1-T0	S10-T0	S11-T0	S12-T0	S13-T0	S14-T0	S15-T0	S16-T0	S17-T0	S19-T0	S2-T0	S20-T0	S21-T0	S22-T0	S23-T0	S24-T0	S25-T0	S26-T0	S3-T0	S4-T0	S5-T0	S6-T0	S7-T0	S8-T0	S9-T0	S0509-T0	S0510-T0	S0611-T0	S0612-T0	S0713-T0	S0714-T0	S0815-T0	S0816-T0	S0917-T0	S0918-T0
METHANOGENESIS-PWY	37.3686	3.396	12.746	9.9793	15.6469	97.7221	19.4535	18.1869	20.6623	10.4248	6.0	29.7904	11.8608	48.0083	27.9005	3.5361	3.5256	19.827	12.4352	25.4515	9.3801	32.1626	0.7585	3.7349	6.3268	4.3016	34.8044	62.4056	16.2284	10.4027	18.9467	17.9402	126.8428	33.5605	0.7827	51.7185	22.6391	45.7987	65.0661	2.6666	0.7292	16.7748	9.0918	2.9378	4.4714	4.223	0.0	1.2058	18.531	30.3918	134.8036	36.191	4.7376	13.8349	1.918	45.7152	9.1732	4.3542	52.3932	5.5096	51.1859	19.326	15.3991	99.62	11.6444
METHGLYUT-PWY	985.6904	194.9313	555.9377	427.2603	578.9739	1285.9497	465.9528	326.648	260.297	253.8373	603.6854	609.0773	257.4785	531.6802	481.4362	114.7894	733.4509	480.9759	671.9506	617.4495	447.2474	945.7918	1188.862	529.1712	623.9779	647.3454	872.3408	1123.8792	1238.4689	663.6537	935.1165	1481.7392	2264.7681	624.816	25.2375	1984.2011	672.6879	818.8617	1363.7194	578.1757	1020.0268	543.7575	258.751	191.3668	781.8711	458.2062	442.2752	224.8128	880.7118	649.5817	495.1366	989.1626	582.5591	305.5965	644.8931	432.1779	236.4981	416.4462	283.6467	651.6799	716.28	511.4104	532.6949	653.7363	635.015
METHYLGALLATE-DEGRADATION-PWY	81.8248	29.8261	16.7657	3.5587	15.8168	48.1239	100.6355	14.6939	87.3136	159.7302	66.6053	84.9223	11.5389	18.9279	18.8764	0.8302	62.0058	28.0248	46.0649	51.3497	32.9982	85.0424	27.6409	36.8419	90.0608	54.1385	38.3358	47.6399	51.6427	55.3871	6.1544	122.4139	171.2802	19.8728	0.3125	56.9966	43.3532	73.209	23.7738	1.0946	44.3077	147.084	22.8024	1.1689	46.1376	34.7295	0.0	47.0939	35.4155	89.3855	187.9807	182.4903	61.9649	26.6473	53.5466	60.1811	3.8676	28.1799	17.395	15.4767	12.1264	19.4187	37.6098	23.8969	61.906
NAD-BIOSYNTHESIS-II	2938.7774	976.1149	2700.6928	1783.3294	1903.5124	4551.0044	2615.4063	1425.1408	2087.7564	2320.769	2569.4875	3107.813	536.876	1578.7039	1480.7973	201.4021	2610.3533	1864.4314	2843.6633	3281.1942	1726.1035	2462.2728	7131.666	3917.9463	4349.0428	2354.8083	2839.4275	2376.4765	2508.232	1615.8619	2697.775	7722.1624	7386.5862	1489.9719	5581.9091	6629.3612	2286.996	3159.6521	2366.9042	1628.4269	974.2265	2210.8314	3252.0484	1153.1992	1812.1094	1861.4507	1493.677	1078.8639	3049.1932	3629.7172	5144.1737	2965.012	4935.0491	887.6764	4575.3184	1986.5446	1544.8183	1447.3448	1943.2041	3045.1354	2237.0526	1353.0135	2482.5887	4655.705	2983.3076
NADSYN-PWY	480.903	132.0695	215.6638	537.2995	516.5717	567.136	360.3961	155.1876	427.7857	505.3147	368.8419	503.1061	94.8519	266.272	168.6094	13.2315	286.4115	252.236	386.0758	604.139	348.0139	683.0734	244.4604	315.6637	331.7986	187.5715	398.9564	367.2849	301.454	122.7364	219.6718	592.1649	1055.0338	252.8369	171.6611	448.6025	249.6987	423.1166	256.6132	181.2829	191.9506	230.0316	216.8606	0.3291	183.3217	84.2774	136.117	136.5619	276.4618	497.27	376.3731	94.7061	27.5977	59.6052	265.878	287.3293	1.1059	35.3807	188.9303	243.5979	268.1366	349.8923	305.7191	526.787	511.8811
NAGLIPASYN-PWY	8599.738	6472.8838	7347.8246	7231.372	8681.0195	20876.3224	7230.1366	6035.2637	7307.0479	8100.8479	7179.2519	10074.9417	4458.9137	8124.9342	9160.9887	1311.9525	10239.3277	7647.0914	8998.4024	14189.7119	6163.0702	10295.3167	10322.0463	8343.8037	11081.4226	6917.1452	8485.9153	7160.1308	8940.0145	5414.5178	9857.0727	21547.8814	31722.0622	17298.2075	12686.8245	18849.6192	14709.0152	18199.1849	15191.2223	7151.8269	5403.6733	18080.0304	13964.3118	6658.8009	6982.3449	8805.9377	12165.8206	3409.2284	10620.4584	12831.1502	21048.7877	11941.6732	10327.6522	4723.8264	8444.525	10333.6983	13073.139	6931.3499	10320.4006	11502.1903	10836.4524	8567.9552	9231.004	19164.1391	11439.3816
NONMEVIPP-PWY	9800.743	8368.2997	9174.6614	8502.4988	10322.9974	24881.9649	9240.4559	7574.8508	7673.92	8162.2135	8140.8184	11280.3025	6381.6873	11366.9185	12528.5189	2363.4624	12224.8165	9069.0809	10663.6217	15175.2886	6946.644	10958.3311	11792.7806	9267.9034	12918.9453	9168.6162	8968.2816	8189.0338	9806.3838	6429.7717	11725.6984	25088.1945	39886.1545	19155.6908	13009.562	22556.3688	16385.9332	20882.5653	20762.1229	10485.293	7018.3865	19969.1263	15708.9727	9356.7399	7210.8898	11025.5242	12618.4082	3556.2453	12497.7473	16028.4052	26375.8818	16407.0653	11983.1587	7194.8084	9133.4037	10701.134	13855.6809	7241.3529	12011.9278	11990.544	11523.8996	8921.9305	10173.6857	19387.8193	11564.4777
NONOXIPENT-PWY	17572.9721	12230.4096	15556.3243	15071.846	15539.3158	37141.062	16576.9923	12457.912	14603.8134	15927.2237	14748.8525	19660.5369	11394.9965	18981.8983	19389.6192	5592.9246	20248.0103	15938.0359	16438.9381	23033.2041	11747.1826	19463.398	19927.1434	16301.7906	22105.8864	15584.8197	16385.3903	15777.589	18664.4442	11740.3834	19114.8077	39835.9369	63180.0921	29853.3625	26920.2153	37735.1192	23170.3685	30518.0626	33878.4612	19214.9288	13363.8478	29599.2091	21429.4989	15402.2619	14769.125	16882.7685	19312.4754	7115.0686	20752.9196	25249.0639	40515.9894	27117.1612	17302.9411	13299.5249	21525.5295	16151.0419	18081.4325	11257.5434	17414.9184	17672.8381	16295.9227	15324.9353	18343.1627	27968.8552	18784.665
NPGLUCAT-PWY	0.0214	0.008	0.0293	0.0208	0.0303	0.074	0.0457	0.0428	0.0501	0.0228	0.0138	0.0541	0.0286	0.0815	0.066	0.0048	0.0079	0.017	0.0224	0.0353	0.0217	0.0378	0.001	0.0087	0.0145	0.01	0.0208	0.0355	0.0373	0.0227	0.0362	0.0424	0.1189	0.0026	0.0019	0.0339	0.0542	0.0813	0.0826	0.0066	0.0017	0.0394	0.018	0.0067	0.011	0.0103	0.0	0.0028	0.0452	0.0662	0.3308	0.0184	0.0066	0.0334	0.0046	0.0228	0.0228	0.0104	0.0299	0.0128	0.0219	0.0467	0.0369	0.0405	0.0277
OANTIGEN-PWY	12082.689	7373.4009	9963.9289	8842.8707	8871.5901	21315.8	9876.1973	7912.1803	10408.3018	11197.0331	10309.8358	13212.3569	7626.5196	11350.1198	11202.3232	4218.1993	12164.3349	9923.3282	9767.3532	12616.1757	7078.2311	12627.4703	13076.584	10797.074	15375.1756	9992.2606	11526.797	10934.9486	12590.063	8018.666	11693.3918	24853.0453	38635.4731	17326.8156	17762.3054	23779.829	13520.9368	18698.4797	21250.9708	12213.6591	10085.2074	20467.5173	11809.1615	10425.2408	10507.6343	11254.3598	13581.6414	5287.6042	12741.438	14766.6504	21641.8464	17292.8722	10885.2897	8602.6985	15335.7536	10267.1033	10027.7407	7844.869	10130.1972	11081.9278	9285.9593	10112.4671	12161.867	16995.884	11675.7549
ORNARGDEG-PWY	9.192	11.8537	6.9079	8.1049	15.2658	31.1682	32.3087	0.0708	16.5239	13.1636	9.4286	65.7828	0.0473	0.1348	19.8127	2.1626	25.0559	14.8995	20.0733	41.1874	22.4465	11.149	2.8659	18.921	23.9771	5.7328	11.7714	47.0207	41.3176	27.5015	39.9808	58.6246	132.8745	0.0043	53.4633	58.4573	11.191	38.953	16.209	0.0075	0.0027	382.8629	21.2452	406.2384	15.8862	13.0774	0.0	6.4198	820.451	36.3601	84.2268	347.3742	10.6554	0.054	8.4396	19.7593	0.0377	0.0172	0.0494	12.5946	10.0641	0.0772	0.061	9.2552	11.8069
ORNDEG-PWY	15.9129	13.1746	18.6227	13.0761	22.8148	46.7595	30.3768	26.8166	33.5861	19.1731	9.6425	39.5715	17.9917	50.7591	49.2308	3.0111	19.4059	11.3237	14.8784	29.6236	14.2839	25.7121	24.6476	53.1772	42.0828	7.0931	14.0787	29.5412	31.0051	16.6086	24.6214	68.1417	77.076	1.688	91.6984	43.3372	34.7363	51.9709	51.8373	4.1787	2.5326	263.5872	13.5496	476.9414	17.6444	9.7228	0.0	5.8826	860.4689	46.3699	206.496	260.306	48.6994	20.389	5.5626	15.7454	14.2954	7.3998	18.9532	8.2792	13.909	29.2507	23.6951	25.9219	19.0392
P101-PWY	42.2402	13.9139	8.5123	27.0857	6.7482	68.0556	33.5835	17.0878	48.5668	79.032	16.5882	77.7535	4.2405	7.1263	4.9643	0.3612	27.6787	27.8067	25.1753	92.4694	26.5093	41.9103	10.1137	17.8112	36.1928	13.9704	32.6678	155.8111	22.7494	24.9259	2.7243	58.9956	141.3233	13.4859	0.1458	23.5268	22.8171	27.2457	22.0744	0.5007	195.9683	2.968	10.626	51.3923	16.4803	10.4682	0.0	24.1993	15.3753	50.2445	79.4362	6.6393	28.0401	2.4541	27.8076	31.2606	1.7162	14.3298	11.9472	4.5046	20.7246	6.6759	12.737	27.6756	29.1499
P105-PWY	4306.7422	1880.3085	2514.7147	3290.6864	3702.1701	6089.0454	3416.7084	1663.7739	3884.4051	5729.3193	4114.4164	4992.722	1000.1724	2391.4688	1762.3296	144.2276	2752.755	2272.927	3945.5252	6258.6615	2852.0532	6196.4615	3479.964	4196.4679	5795.0982	2817.2216	4694.5502	4425.4735	3710.9646	2382.0884	2289.8216	8930.6303	13268.2265	3443.8212	2552.7553	5670.792	2936.9102	5364.5311	2982.0975	1706.9476	2623.0302	4112.84	3169.8239	1876.8229	2206.5391	1647.4243	1501.8179	1997.8522	3503.9912	5518.8085	6782.3491	3141.9044	1823.8467	1173.972	2483.9022	3433.5392	407.6445	1051.2767	2162.8718	2880.2885	2262.2307	3081.4245	3759.1541	8270.5753	5251.0256
P108-PWY	5550.2478	2676.1767	3252.8528	3930.9833	7061.4591	13749.5401	4351.5569	3198.6985	3241.1272	3232.9623	3175.5686	5635.6677	2393.8533	5519.1816	6436.3686	894.9983	5750.3904	4766.5571	6106.7377	8232.503	3880.0672	6544.9151	3988.3061	3679.5803	4113.6026	3749.1485	3470.6851	3911.5775	4438.5756	2515.3719	7297.7579	13225.0604	17903.4611	8920.3366	8148.5749	10246.7654	7640.4945	8665.9862	11888.3209	4789.9684	2655.6532	7961.5109	6202.6143	5304.7074	3383.6179	5100.4618	7110.7803	1565.305	5753.4601	9879.3401	13555.9771	8783.058	4330.6667	4426.0922	4800.1571	6492.2852	5465.3855	3174.1631	4714.0453	6969.9467	7016.6288	5504.1794	6018.2387	11584.0939	7473.7889
P122-PWY	6407.7902	2971.2805	4914.3605	4141.8528	3982.2193	9139.4127	5045.7846	4165.5837	5612.6941	5718.6723	5575.2053	6574.9391	4321.6449	5952.5729	5673.8921	2706.6589	5776.2179	5094.908	3312.5336	3215.7255	3157.9222	6583.2169	7425.9042	5343.8565	8086.0123	5838.7983	5722.6393	5954.6529	6896.6148	4320.2915	5093.8678	10172.0098	15714.0813	7049.9721	10366.0565	12701.817	5828.8285	7415.2501	10187.8246	7100.0683	5857.4704	6628.4963	2574.1985	6219.7128	6447.1014	5619.3147	5656.3451	3049.8272	6486.5299	5966.4468	8261.852	9330.4404	4476.7943	6827.8072	9169.0151	4098.9746	2990.4451	3837.3766	4637.1219	5477.8986	3820.9281	5476.8329	5901.6399	5566.9051	4668.2968
P124-PWY	7229.0801	3689.8032	5714.9964	4959.1294	4754.5955	11086.5555	6159.2001	4979.2367	6450.1721	6458.487	6261.4421	7605.0593	5212.7483	7329.5111	6971.6415	3358.7689	7078.3509	6154.6521	3929.6991	3780.5997	3755.9013	7537.6094	7995.923	6140.2433	9186.126	6829.7773	6632.89	6811.0994	8006.6057	5006.6724	6031.9171	11825.6306	18739.7484	8720.9772	12090.2099	15040.7154	7185.5702	9000.1088	12242.6706	8519.9116	6515.6867	7622.5615	3167.71	7336.9238	7321.5555	6624.7092	6619.052	3351.33	7858.1773	7324.5697	10889.3872	11614.4608	5339.4824	7919.5212	10607.6101	4767.1159	3769.3132	4471.3113	5773.8675	6396.0249	4607.5635	6359.9121	6714.7725	6585.8625	5446.0297
P125-PWY	5146.7022	2016.9396	3592.0682	2897.9814	2782.2243	5186.4637	3389.7332	3150.7369	4741.6906	5335.7214	4724.6626	5735.9854	2615.7271	3104.5802	2758.6145	2022.1085	3472.1881	3337.0435	2460.7714	4025.2876	2253.4911	5250.6906	5243.4265	4688.0208	7083.0347	3340.4416	5632.2418	5128.4415	4835.9107	3190.1198	3907.0538	8458.5763	15678.184	3837.8335	8164.3642	8926.7072	4178.209	8403.2409	6824.4829	4446.5968	5206.183	11359.828	3469.388	4094.8206	4522.2266	4414.4505	6968.406	3125.709	4106.015	4279.3278	4855.0233	5005.0107	3490.8149	4085.1953	7262.0147	4725.981	2627.6236	3362.3529	2733.4907	3413.5498	2116.6974	4352.0777	4799.4203	7150.9886	4511.1566
P161-PWY	10438.9206	4863.7752	8118.2006	7073.7102	5283.2349	12316.5051	6911.876	5890.9891	8443.5195	9842.4225	9811.6034	10916.1414	6018.2779	7864.1069	6689.9432	4499.9284	8472.9643	7452.3378	5666.1317	6910.319	4563.6108	10459.6816	11597.5186	9417.2381	11980.7723	7834.6672	10281.7008	9875.6915	10289.0349	6498.2264	8238.3204	16050.6588	29703.8285	9896.8879	14712.3863	19470.1989	8619.9739	14479.8672	14083.276	9555.5365	8532.5498	9648.8951	6015.8415	9101.512	9368.3136	7809.8673	11167.033	5096.3858	9555.0623	9346.2004	10865.8552	11877.6959	7744.9098	7877.6449	14947.4283	7435.8412	4885.8615	6260.202	6045.9936	7220.3265	5161.9732	8322.9302	10209.7101	11332.1379	8595.7997
P162-PWY	1962.4366	1894.3393	1899.0504	1884.9947	2690.9699	6360.574	1910.3202	1437.2714	2112.499	1480.5157	1579.6424	2328.5197	1505.404	2945.5114	2755.3378	723.5167	2832.7137	1654.5447	3414.1538	4180.0411	2210.3093	2658.9813	1153.7015	1133.5693	1671.8706	1306.9716	2193.409	2196.305	2966.839	1749.3066	3462.8686	5220.0207	10038.3216	4108.5671	204.4409	5216.8256	3213.5984	3630.5944	6338.2761	1338.3111	1644.8723	5179.3531	3609.4116	2440.6415	1300.3139	1869.4439	3461.0032	323.8726	2324.8044	5228.6317	6179.3787	2336.975	3768.0673	1079.3165	2215.6166	1593.2827	1557.9592	1303.1931	1551.6921	2234.5578	2321.053	1444.1405	1484.6902	4265.0971	2243.8272
P163-PWY	896.971	813.5876	1413.9484	1649.2152	2549.2581	5579.0922	977.8328	712.2048	1533.3156	1033.8589	907.404	1376.2315	911.1936	2012.8705	1403.1099	371.4682	1442.0757	893.4992	2654.4139	2672.2537	1379.2657	1722.1355	481.192	642.4412	1033.7924	756.2949	1675.9935	1679.6609	1736.814	1068.478	2549.5023	3337.9379	5068.6036	2906.4075	123.9751	2587.842	1978.9199	2284.6383	4650.4837	586.0449	672.8368	2713.2081	2133.5902	2162.7259	724.4397	1140.5466	1342.2329	91.7199	1185.381	4210.7208	3563.7033	1154.3014	2208.3593	411.2348	1204.4393	646.0895	933.2888	624.8649	1075.0555	2023.9868	2335.1252	565.9703	684.1825	1769.5512	852.0221
P164-PWY	2272.2096	1564.5257	1880.8488	1889.8245	2352.1511	4640.1083	2612.8555	2038.0565	2077.4654	2332.2889	2022.4998	2583.1188	1701.4006	3139.6914	3162.1813	706.4366	3030.144	2688.8272	2373.3184	3333.145	1596.8253	2263.7916	3037.646	2008.4558	2184.6047	2460.6616	1870.8344	2399.3334	2672.2513	1528.2451	2947.5531	4609.7705	10178.1711	3592.297	5334.6748	5864.5355	2915.2501	3796.1825	5034.9695	3611.7035	1992.9608	2248.4575	3120.383	2571.6838	2014.643	2263.5192	1369.4338	1092.0428	3079.4831	4626.404	6417.6489	4660.0489	2547.0051	3262.9737	2712.2089	1888.8791	2278.6681	1201.8189	2077.2348	2227.8623	2042.2482	2327.8089	3261.9203	3361.111	2933.4085
P184-PWY	45.5828	17.7276	10.2535	3.059	15.4654	41.6054	34.3511	11.9224	39.2327	100.5461	60.4588	69.967	8.4479	16.1323	15.6334	0.706	27.9227	11.509	40.4039	24.2177	11.9466	56.4697	12.7435	17.7441	49.5862	18.1054	16.6542	22.319	26.628	24.4327	5.2677	40.7414	56.6522	16.0973	0.273	21.8482	21.5748	52.0523	25.082	0.9486	33.0166	8.745	8.6976	0.9928	24.4119	23.266	0.0	28.6751	17.3642	67.1053	153.7648	14.1835	15.2774	13.9529	27.3005	24.544	3.3138	13.5694	10.451	5.4478	7.5624	14.1558	15.1765	14.1194	27.9632
P221-PWY	241.7633	246.899	197.875	331.5263	534.2829	641.914	382.7912	236.96	422.539	365.5033	241.9583	414.7488	149.7335	390.2365	419.918	62.6397	266.2195	210.1044	589.4023	538.6833	323.7414	597.5184	95.9261	170.4924	345.7426	231.1641	513.4979	442.0413	304.1411	203.4617	301.1761	382.1403	1033.4488	259.8547	84.7801	464.4546	283.6064	682.5571	573.8097	922.1462	74.1823	308.3762	502.5171	102.1108	75.0655	209.0255	45.367	63.6426	316.8088	581.457	1301.5161	329.5399	185.636	121.6566	336.1428	250.693	81.7813	45.4698	188.8536	210.6065	178.4485	281.4253	240.5065	976.3179	503.9278
P23-PWY	7152.3531	4012.1478	5705.8346	5580.3094	6644.637	15093.213	6096.3291	4430.9106	6763.5832	8586.5729	6820.5499	9656.2875	3370.0832	5805.1474	5999.7289	1444.1683	6733.9983	5137.0427	7171.2539	12577.35	4703.0943	9680.547	6912.0887	7814.0162	11127.3846	5950.2854	8340.8334	7225.1755	7525.3118	5079.1983	6701.4172	17238.6028	30970.1736	11460.6017	5840.9894	16370.95	10003.8599	16709.8616	11275.9329	5144.8323	5112.9924	17520.5617	9616.7312	5792.4266	5495.7481	4677.2235	9034.7888	3201.7187	6698.7628	11043.8554	17459.9455	10464.7143	6441.6563	4502.5631	4975.1231	7993.2168	6938.7058	4902.351	5533.0842	6892.9343	5960.4401	6105.4163	7841.4537	15576.5908	9295.8815
P241-PWY	26.8164	13.6987	31.8889	23.4963	41.2139	89.3545	48.3833	46.163	49.3103	27.0685	21.0655	64.2829	28.8274	85.2129	68.9746	4.8395	12.1012	18.8786	23.4985	37.0764	23.333	41.3582	1.3513	8.8455	16.9069	10.3712	24.1655	43.1553	39.6517	24.129	39.29	44.8354	130.2217	14.3384	1.9683	37.8515	54.6441	89.5009	90.0924	6.6932	2.7919	39.3368	19.0025	6.7644	12.3387	10.58	0.0	2.7053	48.6981	75.0528	336.5451	19.883	6.6387	32.652	4.6684	28.2445	23.6198	10.6391	36.0761	13.509	33.0436	46.4537	36.4762	57.9432	30.1561
P261-PWY	48.3751	15.9681	56.5013	41.8156	58.2719	154.3389	88.0969	77.6665	88.3993	47.6516	29.092	101.6225	52.8102	148.6035	125.8793	10.1536	16.7434	37.0623	45.873	73.5752	44.4847	78.9986	2.289	18.5617	31.4337	21.5939	48.618	80.6856	74.8833	46.3737	72.6963	84.6483	249.5517	28.4711	4.2812	71.5424	105.3266	157.6216	162.4305	12.5097	3.7349	75.5789	37.2654	14.745	21.3885	20.6086	0.0	6.0302	84.1531	129.5451	538.8092	39.0487	14.19	57.5445	9.7635	54.2627	40.48	20.8012	65.8753	26.7219	58.2746	85.842	68.3373	107.7432	54.3445
P281-PWY	92.5287	37.2689	17.8556	17.3227	29.6292	76.8501	72.5657	22.7819	90.6329	199.6414	146.8907	157.5788	11.2289	19.5465	13.5925	0.8725	45.6379	37.6114	43.7564	66.1014	27.0206	113.7478	21.5649	35.7238	94.3843	30.8885	57.6862	71.4106	61.6155	52.2389	9.996	85.162	179.0558	17.6387	11.0258	79.6536	43.8344	109.2861	66.5575	1.0162	71.7057	7.3376	31.5292	23.4229	41.3269	27.7798	0.0	48.9269	232.7184	147.3071	284.0619	38.9403	21.4434	6.5538	45.2201	56.2402	6.0202	25.6992	20.5185	13.1826	12.3896	23.8766	27.6635	45.4826	67.4451
P341-PWY	128.8734	52.1867	63.2176	21.1569	85.026	150.2064	293.0543	69.1625	62.4529	35.7328	90.9596	153.9438	74.447	138.5952	151.1195	1.083	145.3073	141.0296	172.784	57.7741	70.8799	27.1967	112.8127	155.8048	232.8444	177.8456	39.6422	46.8894	33.3648	26.0423	21.1615	232.6977	346.8533	167.7362	126.9749	354.5593	22.4584	80.9047	244.4124	867.1791	1.7404	50.85	297.4659	22.7978	5.095	174.0073	0.0	0.0942	177.0557	119.8955	961.1586	102.1427	129.4927	163.7957	274.0565	7.4847	6.3421	1.5308	80.3866	11.2042	8.3014	10.789	9.7409	31.2513	30.4448
P381-PWY	792.6532	367.7735	422.5149	319.7046	340.4347	1081.2045	1203.0753	447.3393	800.1056	1044.7418	644.1839	1110.9606	318.5975	436.9554	281.7567	22.3676	877.8211	784.8541	564.1179	1365.2457	771.9541	1331.9123	258.0723	686.3355	1200.7114	700.0254	627.2104	975.8303	961.2548	896.0885	164.5232	1885.7126	3537.1112	615.9416	31.7031	1727.0554	857.8003	1653.6833	1300.2691	25.6397	402.6003	149.5046	928.427	32.5624	429.8	495.6978	0.0	237.1777	801.172	1898.7875	3735.8685	846.8855	218.915	144.7573	1082.143	810.6583	91.8006	304.0199	473.6655	339.4202	329.5537	464.3565	622.1421	991.8772	745.1533
P4-PWY	10586.5999	5936.237	9049.3646	7759.7644	7731.8432	17522.0347	8841.3128	7059.7934	9190.4424	10104.3755	9315.678	11961.8205	6070.8185	9226.296	9429.3823	3100.5282	10528.8644	8756.3105	8454.3401	10786.3985	6304.9883	10950.7933	13522.9004	10260.0089	13827.9847	9123.2351	9927.6068	9372.2934	10729.5518	6815.9302	9800.9013	23218.1558	33698.1702	14380.1978	16607.3392	21195.0123	11831.9894	16524.0063	16774.6551	11270.7239	8162.5514	18311.3433	10823.7652	8242.9149	8993.5235	10137.7122	12056.4034	4736.636	11706.0121	12678.5161	20150.8695	14918.7669	9430.0503	7491.6272	12792.1308	9141.3146	9213.1479	6925.3869	8942.409	9895.8413	7957.6222	8834.3217	11556.3502	14966.938	10289.5527
P42-PWY	10422.516	9320.4849	9493.0935	9026.753	11044.3723	25661.2605	9374.8853	7898.1806	8596.684	8231.3525	8536.5356	12345.0218	6302.9754	11623.8177	12981.5317	2047.2945	12461.8363	9711.9916	10977.1188	17125.6581	7328.2605	12045.8029	10099.2233	9349.6541	12451.0633	9291.9693	9242.8762	8612.3497	10694.7797	6944.9288	11843.5103	27279.9648	43239.3708	21621.4041	14814.3846	24302.3227	18165.9366	23799.5779	21067.5667	10651.1058	7603.661	20415.2884	17237.7848	9798.1371	8015.4993	11946.7728	13090.7764	3430.9496	13713.0857	16871.3147	28542.5383	17095.1107	11943.2878	7162.5494	9527.112	11627.9539	16153.4752	7979.2468	13010.8747	13178.8361	12500.5576	10034.0865	10776.8788	21266.5	12828.7115
P441-PWY	11065.3332	6268.5841	9252.4158	7952.9313	8091.2918	18889.3515	9073.8259	7229.4143	9424.2395	9896.5848	9331.1533	11881.3411	6987.1687	10585.6581	10195.4489	3975.1728	11027.0312	9351.402	8770.8931	10426.2133	6451.4468	11633.5549	12557.2574	9861.1425	13608.6774	9096.8715	10142.9665	10139.7306	11562.2387	7327.3021	10861.1312	21771.556	34677.3197	14500.6475	16649.3126	22283.6139	12084.0988	15056.853	18981.5874	11649.4079	8717.0332	14067.4701	9558.6578	9232.2437	9275.8477	10082.9382	11693.9654	4755.1224	12182.6323	13147.7731	16630.3667	14361.9974	10274.5114	7076.9995	14354.5619	9050.747	7755.4168	7050.4211	8900.871	9793.1282	8098.9516	9540.9609	11177.0007	13460.0046	10543.456
P461-PWY	1584.3144	1086.1485	1353.9085	1369.0901	1341.7257	2451.1448	1167.8323	904.1492	1082.5056	1169.6108	1385.1489	1469.4594	965.2344	1418.747	1316.1279	715.5818	1832.2629	1503.3462	1631.566	1654.5627	842.8394	1349.923	2296.1674	1973.3923	1864.7097	1621.4334	1537.7647	1269.075	1831.5887	1195.3592	1591.7103	3417.554	5395.4392	1439.7367	2227.7074	3114.0983	1542.1357	1648.3015	2350.182	2004.9833	1586.5833	1833.7248	1207.2967	1624.2707	1250.252	1084.302	1259.788	491.5172	1924.1752	1837.6769	2001.0247	2625.6819	1526.4108	931.7483	1668.5456	963.3566	567.434	845.2504	952.6256	1138.6342	889.4077	1160.5079	1531.6616	1175.8425	1255.6063
P562-PWY	475.0848	193.0026	501.2964	283.3766	358.7997	841.3372	783.9938	448.2921	431.3521	409.0239	507.8714	724.6391	362.8506	688.6886	640.6837	197.3549	378.4402	409.6249	724.5047	584.3983	390.3956	450.0046	614.9518	616.7197	686.8336	526.7264	512.7328	451.9218	563.4921	469.3347	424.879	1243.7925	1423.1414	404.3035	594.1501	1268.0298	435.2878	682.2406	702.2153	468.0783	167.3519	735.852	580.1901	330.5361	223.0894	250.4405	222.5074	117.023	942.3486	469.6115	1352.9704	715.7044	393.3896	244.783	475.1635	371.3219	300.9566	213.1958	352.7023	320.3728	307.3191	358.0047	356.2448	525.514	475.2553
P621-PWY	3.6927	1.4012	0.426	8.8554	0.1671	0.7044	3.1984	0.3332	3.9501	8.0787	1.6254	3.6753	0.2226	0.0754	0.0009	0.0001	1.9162	7.4184	1.3489	15.3912	1.2004	3.4315	1.0145	1.5644	3.5075	1.3777	6.9231	1.6421	2.0976	2.4077	0.0005	3.7817	38.0347	0.0	0.0	2.1075	1.3453	2.2279	0.3901	0.0001	2.4384	0.0005	0.8312	0.0001	1.6309	0.9204	0.0	2.4941	1.2501	3.404	5.9692	0.5521	0.9789	0.0004	2.902	2.4172	0.0003	1.3713	0.407	0.3701	0.3151	0.3339	1.033	0.8698	2.8315
PANTO-PWY	7967.4079	6239.2494	7222.6987	6900.2033	7999.0767	19522.1238	7198.5829	5934.0017	6696.2789	8151.5355	6753.9796	9743.1114	5230.0113	9119.6917	9182.1587	2041.2531	9206.3728	7739.5768	7966.0095	13114.6564	5664.1445	10089.1596	7659.7258	7077.788	10879.0258	7417.8167	8223.6139	7256.118	8363.5544	5339.5185	9154.167	18442.2972	31825.179	15029.8667	11859.4301	17511.6622	13212.4268	17616.7741	16683.3825	9194.8657	6691.2289	17190.0924	11829.9692	7806.0714	6917.4687	9094.8916	10719.8884	3394.0159	10232.2655	12271.7853	18928.7768	13696.4122	7074.8559	6410.3292	8538.14	9601.3808	10919.0797	6127.3636	9504.6421	9865.4496	9074.0094	8244.2166	8113.2465	16669.4136	9889.1988
