#OTU ID	S0203-T6	S0204-T6	S0407-T6	S0408-T6	S0713-T6	S0714-T6	S1019-T0	S1020-T0	S1121-T0	S1121-T6	S1122-T0	S1122-T6	S1223-T0	S1223-T6	S1224-T0	S1224-T6	S1325-T0	S1326-T0	S1427-T0	S1427-T6	S1428-T0	S1428-T6	S1529-T0	S1529-T6	S1530-T0	S1530-T6	S1631-T0	S1631-T6	S1632-T0	S1632-T6	S1-T0	S10-T0	S11-T0	S12-T0	S13-T0	S14-T0	S15-T0	S16-T0	S17-T0	S19-T0	S2-T0	S20-T0	S21-T0	S22-T0	S23-T0	S24-T0	S25-T0	S26-T0	S3-T0	S4-T0	S5-T0	S6-T0	S7-T0	S8-T0	S9-T0	S0509-T0	S0510-T0	S0611-T0	S0612-T0	S0713-T0	S0714-T0	S0815-T0	S0816-T0	S0917-T0	S0918-T0
FASYN-ELONG-PWY	14830.3431	9777.3101	11564.5446	12036.4545	13999.7314	29052.5446	11336.8709	8740.3867	11979.711	14822.5149	12724.6374	17606.4641	6643.3959	12364.0562	12965.3905	1952.1628	16294.9077	12524.8052	12328.2689	20585.5622	8382.5147	16415.2856	20421.3517	14723.7665	20105.9971	12023.542	14696.6504	12917.4193	13367.7939	8521.9754	15199.466	35595.5158	51992.7913	24991.6864	18122.4999	32782.1955	19557.1906	26630.924	23101.1057	10661.9322	10195.9713	23998.9766	17053.486	11598.709	13824.1787	13263.0129	17607.1315	6753.0428	14713.1966	20306.2386	27041.9714	20459.3202	17804.8808	9120.2331	14455.0394	13394.1481	14262.0855	9954.1509	12431.495	16414.8624	13622.9846	12445.4845	15318.8028	24894.1118	15916.0043
FASYN-INITIAL-PWY	12570.0413	8403.0961	9773.991	10307.1838	11943.2126	24365.208	9446.0062	7364.15	10538.2392	13946.5105	11229.4331	15779.3495	5304.8908	9896.7565	10348.4675	1389.4273	13405.4766	10218.3081	10238.5043	18851.8379	6973.2965	14481.4291	18396.577	13261.2142	18899.1868	10124.8088	13827.8922	11530.6873	11117.3617	7307.9933	12639.8149	30928.9338	46848.764	21588.3099	13815.315	29014.0708	16749.0887	24622.3481	18646.7018	8142.7308	8890.0122	25035.6731	14912.1585	9358.448	11557.1902	10971.5882	15619.7504	5988.9723	11949.1768	17208.8418	22509.5817	16428.4016	16136.8425	6268.0897	11232.4079	11668.7302	11805.31	8685.5256	10221.4143	13948.9447	11264.9346	10238.9556	12803.0039	22195.8343	13721.6753
FERMENTATION-PWY	13118.9812	7425.5458	10766.0203	9623.9258	9388.2036	21519.9472	9693.9078	8210.6549	10941.86	11920.2239	11180.0451	14054.6892	7384.359	11056.1097	10459.527	3776.1921	12650.2445	10118.2263	9407.4508	12468.9528	7144.2525	13857.6107	15533.0695	11640.6997	16683.5676	10466.7246	11882.6575	11379.4973	13165.8132	8277.7966	11808.168	24642.5952	39470.9277	16527.1732	18475.427	24471.2922	13667.1297	19111.7773	20106.4242	11824.5648	10135.0001	21716.1186	9843.5686	9861.971	11033.0737	11387.7565	14638.888	5582.3137	13434.9911	13486.8191	17310.1736	15963.2191	10571.9499	7423.3721	14561.2099	11458.1325	9373.9071	8628.3582	10708.0282	12843.4107	10200.4222	11481.6932	13209.9066	18269.6213	12803.7386
FOLSYN-PWY	15132.9842	9971.2841	12692.3866	11573.0806	12341.0855	28969.1326	11814.691	10029.1342	12535.2436	13613.6449	12799.6605	16167.0312	9194.5108	13965.6522	14148.5653	4947.9688	15582.0804	12396.6201	12564.8667	16995.5918	9032.0255	15996.3786	18013.357	13327.1903	18984.6196	12561.1572	13679.0074	13071.1198	15644.2986	9716.9451	14626.7497	32037.3683	47266.6654	23228.6056	22718.3805	28915.2551	18904.1311	23685.2088	26588.3089	14431.9413	11927.7386	23886.2182	15921.6445	13108.5037	13268.8743	15204.2152	16818.1247	6420.5784	16572.0393	18571.8789	26142.515	19440.7182	13488.0871	9784.9155	18518.6793	13781.9207	14642.2369	10331.2215	14451.2385	16220.8888	14046.8658	13535.887	15681.8588	22397.4639	15040.1159
FUC-RHAMCAT-PWY	2129.4959	957.3959	1921.395	1587.7326	1685.1304	3756.1592	1528.6714	1347.258	1937.8419	1836.8566	2179.8217	2591.2741	990.1247	1723.9903	1589.6899	527.6435	1881.9077	1641.3862	1932.2365	1856.321	1156.0629	1974.8763	2874.5358	2067.3666	2645.9099	1880.1597	2013.5917	1858.9759	2204.6493	1472.1254	2324.4834	4442.5147	6134.3016	2545.3399	576.5418	4257.0813	2152.0324	2578.1227	3568.2038	2411.8548	1626.5537	2501.4174	2012.4171	1179.9334	1595.0549	1460.2262	1555.2273	903.9472	2186.2191	2512.7062	3222.947	2374.253	2200.8671	904.1995	2294.7581	1388.0402	1021.6909	1222.9577	1265.0748	1942.3352	1490.9814	1295.8185	1648.9508	2014.7812	1769.7523
FUCCAT-PWY	1659.6691	811.3781	1850.0457	1312.4657	2035.9803	4091.5715	1325.4706	1008.4977	1567.4279	1395.7684	1840.4136	2375.829	832.7722	1514.8015	1351.5074	437.8694	1461.3726	1428.211	1860.6772	1708.4344	901.576	1484.1716	2617.4228	1937.0146	2028.8873	1688.5363	1641.5759	1353.9467	1662.3044	1138.8759	2009.9673	4466.6057	5086.3013	2654.0623	1423.8034	3643.74	1825.2797	2007.004	3102.5312	2492.4839	1343.8747	1956.4206	1729.6321	1559.3843	1080.982	1240.5337	1071.0472	665.0757	2002.9107	2488.6801	3191.3738	1804.5553	2212.5491	800.8026	2532.4938	1029.9245	746.8289	877.4907	977.8586	1535.1314	1471.5808	843.1814	1171.6804	1705.1425	1466.4041
GALACT-GLUCUROCAT-PWY	1534.1407	917.5463	1218.381	1883.5455	2015.1346	3430.2344	1522.5213	1098.1692	954.1247	915.696	924.3058	1671.4141	953.2447	2164.9393	2010.5664	286.1299	2045.2779	2150.734	1958.627	1852.6531	1203.4337	1418.1531	1280.5097	1275.1135	1671.4493	1214.0581	1061.3097	1012.9899	1247.1875	788.9716	1525.9724	3674.0942	6351.6522	4026.4437	1439.428	4617.5845	1710.3091	2564.9725	3463.3653	1742.3684	1131.2397	1841.293	2812.6246	1285.3365	1210.492	937.245	1152.659	448.4597	1733.8237	2966.7559	4931.7885	2815.6191	1651.8355	1001.6326	1197.8449	860.4645	935.2341	531.134	1222.5594	1199.4606	1109.8938	708.6921	842.4869	1645.4414	1306.9702
GALACTARDEG-PWY	141.6324	58.451	69.3312	47.2807	31.2283	103.8266	90.449	38.8808	108.7363	210.0798	150.0505	151.8587	31.4938	61.2689	49.0637	10.8205	68.4638	43.4338	71.0501	75.3573	49.067	112.8831	168.2302	101.1757	149.1915	79.6644	68.8154	62.4557	104.7164	83.0254	48.9677	163.1345	213.9829	26.6657	1.7024	135.1233	60.1979	102.2164	74.1585	5.7519	75.1865	170.7639	64.1863	202.5269	52.3362	41.9025	40.4679	49.2877	78.2983	151.0657	274.9864	153.2355	115.4789	24.3164	80.419	97.2447	18.7623	51.235	51.8015	61.9756	42.0261	35.0796	74.7552	77.6976	99.6862
GALACTUROCAT-PWY	2139.2646	1477.7542	1706.3449	2499.791	2967.6602	4869.8889	1994.093	1406.3338	1396.7619	1262.9137	1439.0504	2319.8789	1364.9333	2984.0742	2729.005	383.701	2755.5673	2669.6243	2915.7784	2895.9827	1593.5291	1960.5544	1602.8917	1616.4289	2092.2429	1554.5016	1292.4622	1269.7138	1994.2554	1250.3471	2500.7682	5042.5994	8941.0315	5553.1537	1697.3064	6331.6773	2478.6266	3431.5442	4914.3191	1861.5949	1528.1175	2424.4389	3856.41	1884.4331	1619.6685	1391.0729	1622.3336	556.5857	2379.1809	4343.1861	6516.0872	3495.6637	2803.3347	1212.8225	1859.8851	1418.8125	1303.7393	774.0255	1714.0829	1721.731	1830.6627	1000.8746	1191.5515	2527.8662	1991.7568
GALLATE-DEGRADATION-I-PWY	65.5342	23.8785	13.4165	2.8472	12.6566	38.5121	80.6334	11.7589	69.9726	128.1358	53.3419	68.0163	9.2338	15.1459	15.1044	0.6642	49.6434	22.4292	36.8733	41.1005	26.4163	68.1073	22.119	29.4876	72.1247	43.3448	30.6835	38.1393	41.3427	44.3633	4.9239	97.9993	137.1015	15.9011	0.25	45.6116	34.6965	58.5983	19.0223	0.8757	35.4763	117.8008	18.2457	0.9351	36.9511	27.7983	0.0	37.7442	28.3436	71.5604	150.5265	146.2539	49.6031	21.3268	42.8654	48.1859	3.0942	22.5583	13.9198	12.3842	9.703	15.5402	30.1034	19.121	49.5614
GALLATE-DEGRADATION-II-PWY	65.5342	23.8785	13.4165	2.8472	21.5558	47.7236	80.6334	11.7589	69.9726	128.1358	77.1446	68.0163	9.2338	15.1459	15.1044	0.6642	49.6434	22.4292	35.3431	41.1005	26.4163	68.1073	22.119	29.4876	72.1247	43.3448	30.6835	38.1393	41.3427	44.3633	4.9239	97.9993	137.1015	7.3278	0.25	45.6116	34.6965	58.5983	29.1596	0.8757	35.4763	117.8008	18.2457	0.9351	36.9511	27.7983	0.0	37.7442	28.3436	71.5604	150.5265	146.2539	55.5226	29.064	42.8654	48.1859	3.0942	22.5583	13.9198	12.3842	9.703	15.5402	30.1034	19.121	49.5614
GLCMANNANAUT-PWY	9041.3126	4881.9756	8170.5273	6726.4499	6408.6805	15339.8872	6492.1591	5447.7996	7501.6196	7167.6714	7521.2723	8960.1235	5960.8012	8436.8655	7281.1348	3741.747	9174.116	7191.0498	7016.2231	6726.7385	4900.6381	8545.9087	12165.2696	7460.3134	10535.0225	7667.9307	7379.5978	7796.8133	10191.5333	6227.4159	8177.6696	16445.9747	22786.916	11977.6883	13703.2463	16210.5831	8168.0881	8960.4823	14670.4805	9649.9983	7403.9852	9175.557	6311.9652	7154.9349	8693.3097	7893.0419	7706.9274	3498.3564	9573.6548	8862.8213	10571.1509	10842.4643	7383.8697	4055.454	13357.8741	5979.9717	4944.4178	5570.0177	7173.6803	8857.3973	7042.4436	7119.8402	8572.7489	8126.9264	7088.174
GLUCARDEG-PWY	196.8749	185.6269	92.9972	107.7828	69.8361	178.5082	142.4568	93.9113	158.7183	266.1474	176.1873	229.6917	68.5458	172.922	125.2946	13.7283	114.4856	101.9347	87.7348	135.711	72.9724	158.5053	195.1266	133.0939	199.2029	124.4187	116.5386	110.8408	137.8497	103.0339	118.145	296.7843	495.0696	184.6434	39.19	187.2674	152.7002	214.1915	191.1826	97.9799	92.4465	195.2784	90.663	247.6934	74.159	94.0315	43.2749	66.8568	164.6782	237.0228	560.968	230.1427	167.7976	70.532	105.2542	115.2338	72.6849	65.4284	91.853	87.9853	64.0366	84.9875	99.0429	169.4909	146.8164
GLUCARGALACTSUPER-PWY	141.6324	58.451	69.3312	47.2807	31.2283	103.8266	90.449	38.8808	108.7363	210.0798	150.0505	151.8587	31.4938	61.2689	49.0637	10.8205	68.4638	43.4338	71.0501	75.3573	49.067	112.8831	168.2302	101.1757	149.1915	79.6644	68.8154	62.4557	104.7164	83.0254	48.9677	163.1345	213.9829	26.6657	1.7024	135.1233	60.1979	102.2164	74.1585	5.7519	75.1865	170.7639	64.1863	202.5269	52.3362	41.9025	40.4679	49.2877	78.2983	151.0657	274.9864	153.2355	115.4789	24.3164	80.419	97.2447	18.7623	51.235	51.8015	61.9756	42.0261	35.0796	74.7552	77.6976	99.6862
GLUCONEO-PWY	12370.8537	9257.2537	10884.6659	10533.0865	11698.5434	27139.2332	11360.9413	8882.371	10386.9272	11840.7916	10673.2137	14235.5597	7577.0643	13122.8413	13974.2164	3406.0779	14187.812	11205.3	11494.4848	16736.788	8220.5865	13854.0855	15223.9441	12324.0979	16800.6539	11395.7993	12427.3999	11260.7264	12929.2377	8123.0832	13448.9785	28887.0017	46264.7524	22586.8334	18712.4576	27675.5792	18294.7415	24103.8206	22984.3694	14176.6538	9793.0099	22382.1701	16789.835	11192.3387	10708.5228	12687.2757	15095.3161	5303.8391	15409.6917	17619.2009	29184.8665	19887.4178	12889.4505	9899.9214	13863.1705	12274.677	14458.2113	8948.4946	13400.3964	14512.6393	13100.3007	11325.6074	13047.834	21093.2218	13522.7537
GLUCOSE1PMETAB-PWY	3803.2727	3156.9278	4756.4747	4883.2213	3506.0797	9106.0302	4142.5337	3569.6057	4696.9634	5111.3309	3942.5106	4349.1956	1905.4367	3445.5919	4802.3128	603.4809	5868.1754	4001.9263	3872.3995	6577.7094	2978.0741	3765.7958	6667.8922	4347.3762	8277.1206	4699.0761	3873.2107	3393.6298	4576.6311	2553.9692	3927.2501	11136.0517	16298.7804	5546.5596	6366.4133	7595.5029	9084.9374	8789.3066	5578.9852	5500.9356	1885.4613	12914.048	7306.6103	2489.9203	2508.4366	6126.6493	4358.6875	1212.5934	7826.819	4105.7408	10594.7563	4043.7147	4532.3707	2073.398	5625.2503	5313.0047	8051.8896	3845.6858	7126.9448	6733.2113	6198.6855	4927.7402	6048.7372	6830.3175	4416.9637
GLUCUROCAT-PWY	1610.331	1082.8802	1315.9347	1985.8925	2106.3969	3790.0772	1714.7627	1198.1724	1018.8964	1056.3241	961.9673	1804.4497	1083.4867	2408.5795	2247.4472	309.4184	2319.5606	2342.8189	2085.529	1925.5158	1271.8876	1587.1955	1725.7391	1436.2217	1944.2174	1557.4614	1564.9874	1186.4455	1447.0764	852.9942	1732.2871	4237.7877	7435.0364	4562.6185	1530.6032	4906.7938	1874.6461	2781.1245	3793.8395	2270.0643	1567.045	2163.7877	3017.4971	1386.015	1277.2203	1181.2542	1254.5501	501.4471	2203.1582	3195.1875	5562.7216	3004.509	1779.6681	1084.2487	1300.1122	1017.7814	1067.0083	566.746	1295.9891	1272.616	1157.1243	761.4827	875.6885	1755.936	1455.9159
GLUTORN-PWY	4530.218	2010.9745	2579.3545	2662.5128	2993.6945	5292.1068	3444.9466	2455.1471	3623.7565	4752.5435	4116.6222	5255.8531	1526.5511	2900.3727	3223.6695	787.3187	3691.0492	3133.4923	3830.9917	5550.6495	2127.4489	4707.6623	5334.5265	5200.7087	6618.3949	3355.9783	4881.2083	4160.8865	3069.5692	2110.3682	4373.0942	9955.1382	17571.3076	4703.8847	3569.4697	10225.9299	5306.5965	9847.2527	6659.8336	2707.3022	2559.0937	11596.46	5680.2808	3459.1841	2416.3573	2810.0952	5979.1936	1952.908	4130.9811	6372.4636	10311.1795	7893.7683	5072.2962	3807.8936	3824.7106	4218.3787	3385.3029	2567.9504	2312.4701	2646.9228	2027.2544	3414.1558	4811.1499	8785.6602	5332.2951
GLYCOCAT-PWY	9791.3729	6367.3491	9628.7364	9379.0737	9316.5548	22508.5498	10565.9215	7803.7405	9253.6403	10334.9581	9450.2806	12084.7496	6064.9724	10921.2684	11440.1858	2516.9224	12942.7283	10082.5684	10620.4318	14401.0874	7542.0001	11321.5359	10064.4394	9700.1398	13542.9428	9351.8273	9800.5565	9169.4386	11923.4784	6965.1591	11221.6828	23940.8919	36660.6931	19889.7121	17316.0378	24220.3921	14918.5027	19220.0295	18328.6104	11116.2387	6522.2796	15511.9404	14105.7403	9768.2058	8915.9057	9892.8267	9719.934	3614.5565	12831.5747	15649.1554	23910.8047	20446.7261	8874.7028	8575.3245	13553.0867	9208.3251	11080.2434	6307.4887	11037.21	10898.6451	10191.1711	9859.863	10452.9978	15691.5819	10782.9269
GLYCOGENSYNTH-PWY	14166.2665	9377.9175	12622.7508	11760.5534	12074.7321	27370.0337	11359.3251	9237.7081	12197.1858	12354.6404	11767.4975	15270.9496	9485.4965	14256.6006	13052.5221	5417.4408	15709.3051	12018.7618	12228.2632	13472.1137	8571.8217	14652.9582	14753.9064	11785.3809	16979.4696	11896.6055	12430.8211	12515.2225	15712.8747	9617.4568	14259.5862	28511.9198	43810.7232	22372.7608	21742.4042	27663.381	15276.0524	18227.0	26370.0091	14616.049	10933.3485	18072.5774	12735.811	12698.3226	13049.4243	13507.2943	13527.0435	5622.4155	15912.6364	18228.3615	23028.0814	18790.8547	11936.7352	7875.8004	19754.3349	10004.3317	9705.928	9096.3229	12531.2597	14422.569	12077.565	12167.872	13742.1745	15532.2019	12284.6991
GLYCOL-GLYOXDEG-PWY	1027.3289	325.2145	523.7885	690.5499	655.3179	1164.1457	732.8141	410.872	882.4852	1215.1088	952.3169	1026.4241	226.0511	559.6678	513.122	65.3765	505.5946	431.4514	838.6722	1290.3966	627.7442	1409.6993	795.5724	925.9394	1191.4944	576.9127	1024.5391	1086.5261	870.0319	587.1222	544.2675	1784.9673	2756.9425	522.4797	23.5799	1122.0045	635.1003	1199.3656	851.644	282.1812	514.0315	684.6394	599.63	322.4239	415.78	290.6973	232.4312	461.2559	734.4743	1097.5424	1718.9052	700.2411	366.2151	257.6732	474.3029	712.6833	132.0233	198.3507	412.0588	580.6036	426.5383	686.1158	819.5426	1822.2437	1212.8307
GLYCOLYSIS	16318.6481	10677.9315	13944.4018	12905.4273	13661.8708	31496.4877	13641.1979	10914.6166	13493.1059	14475.8181	13759.7039	17432.7343	10433.8143	16390.2388	16232.3534	5395.7362	17623.9955	14042.1784	13783.4825	17994.8295	9915.1654	17026.8625	19053.8891	14449.7729	20456.3726	14193.546	14644.0129	14350.9312	17221.4217	10684.754	16534.1373	34378.7871	52676.6324	26537.2876	24599.3636	33268.8464	19367.4933	24560.3276	29882.0766	17186.8501	13320.2329	23980.0278	16184.5076	14465.2622	14311.6043	15899.7016	16865.4226	6832.1732	17843.0925	21144.0313	29153.9407	24752.1069	14872.8717	11583.3287	19735.237	13744.4187	13512.2339	10528.819	14897.9826	16441.7386	14356.4094	14112.7653	16421.0584	22206.9449	15545.3552
GLYCOLYSIS-E-D	9478.6454	5225.6287	7522.998	6615.5782	7448.9312	16311.5917	8557.0702	6314.6038	8288.3454	9049.7448	8013.5653	10885.1035	5705.6372	9368.2767	9816.4637	2769.371	9210.1403	8071.7425	8198.643	11927.4996	5885.8207	10997.6804	9631.3896	9073.7402	12375.3753	7600.1624	9492.3853	9070.03	9416.694	6207.9769	9864.0427	19880.4456	34967.1631	12591.8475	8449.0827	20732.9323	11327.7583	17355.9927	16599.8347	9812.8793	7182.9853	18846.958	9981.3912	7384.0696	6854.6989	7344.5794	11497.6959	4091.2428	10407.6697	12654.5334	18107.5893	11832.4733	9767.0045	6788.6762	9984.3889	9095.9082	7719.1113	5902.9148	7378.9351	7705.0678	6632.5786	7706.8012	8922.6632	15920.9034	10624.0589
GLYCOLYSIS-TCA-GLYOX-BYPASS	4032.9545	1478.413	2087.3462	2983.3612	3185.0926	4690.2781	2918.6704	1651.5789	3341.1816	4779.8731	3530.5534	4126.3295	993.479	2203.3702	2129.8746	281.321	2206.8874	1782.4315	3295.7642	5024.7921	2369.797	5304.2084	3216.8785	3646.8321	4776.4852	2256.5823	3986.8002	3920.8269	3155.7725	2153.47	2109.2972	7185.9554	11145.1671	2321.5592	2147.5955	4494.1595	2574.3527	4924.2188	3486.4861	1520.6198	2356.7913	2865.1814	2448.6451	1657.8392	1802.9702	1293.4379	1313.9035	1817.5706	2901.4386	4338.2639	6924.614	2883.9269	1503.3274	1181.0402	2264.4492	2754.1146	576.6737	836.9067	1827.3706	2352.0758	1824.16	2617.8108	3117.0276	6734.5052	4625.4214
GLYOXYLATE-BYPASS	1408.9373	443.6841	624.5167	1098.7726	1184.0357	1583.5895	1036.4873	482.2898	1126.4215	1728.5357	1183.2133	1329.4512	284.5521	763.7293	661.6921	72.861	665.664	536.0684	1222.3453	1689.6883	866.4678	1983.0278	982.7424	1185.6489	1501.4306	682.1765	1312.9934	1370.4017	1022.7148	698.0996	602.9936	2349.0114	3352.4281	658.6062	601.7615	1246.6445	712.7976	1398.9806	1015.3121	409.0411	716.6706	717.7221	678.3101	478.1872	558.7141	338.8474	321.1906	623.3334	907.0205	1565.7908	2280.5357	849.0123	390.3835	315.7325	721.8081	801.7676	136.4481	210.3131	532.7568	711.1705	590.4985	806.7503	945.2598	2209.7641	1609.0727
GOLPDLCAT-PWY	176.6497	144.8768	154.8239	136.9933	118.538	288.7632	159.5772	100.3704	139.8436	259.1481	156.1145	124.2561	154.5052	304.6296	399.067	85.5886	204.2131	233.3651	83.494	120.2699	79.2686	261.0577	489.5156	410.8794	574.4603	558.3288	417.3746	205.4031	303.3686	178.2441	232.1565	471.5174	892.4879	272.1812	265.1806	759.493	436.9658	309.5926	397.0035	644.0547	299.6194	515.0667	146.3164	511.4961	131.5126	199.885	264.0179	87.5787	334.8704	273.7485	382.3991	749.5226	373.0297	259.5687	221.4288	108.8883	104.0531	130.9511	158.9338	187.9959	137.3083	136.689	168.6133	201.2129	215.5105
HCAMHPDEG-PWY	27.1569	9.1387	8.5542	4.6435	8.4126	21.6688	27.1593	8.9477	32.0867	47.2512	12.9764	41.4028	5.9733	10.3157	7.3613	0.5331	26.4142	12.4826	22.5215	31.9057	10.69	29.3165	5.2266	14.0169	22.701	9.3613	15.7349	18.2361	21.5585	17.8323	4.0188	29.2619	62.0314	4.7083	0.2153	18.6347	18.3641	31.5931	19.526	0.7382	12.8849	66.3413	8.3418	10.1176	11.2489	10.302	0.0	13.1736	16.1365	38.1859	106.4622	114.2019	6.6763	3.6363	15.5663	18.7931	2.5322	9.6591	7.7584	4.6578	6.5402	9.4619	13.2308	12.8038	20.9824
HEME-BIOSYNTHESIS-II	4732.8632	2417.304	3889.4829	3227.749	3954.7519	8580.5822	4887.5964	3656.6663	3440.171	3952.8938	3685.6895	4764.4777	2731.6867	4865.0235	5749.3637	1245.1026	4931.6238	4447.2953	3776.7789	5402.6724	3210.6096	4327.1517	5479.5002	4823.7171	6095.6561	4513.3054	4039.9147	3648.2408	3975.9275	2909.3611	4494.3274	12208.5613	15724.2016	5624.4301	8692.5645	8916.8303	6906.4983	8602.2101	8252.7108	6843.0736	3675.8365	9644.6246	6067.4859	3490.5329	3361.8001	5561.8355	6737.4784	1899.4857	6174.859	5922.349	12803.1277	6220.3356	4254.9347	3871.686	4765.6107	5497.6987	5560.9737	3346.6346	4541.0204	5362.0948	4354.352	4918.1052	6301.6399	8375.602	5243.495
HEMESYN2-PWY	7987.3572	3900.4581	5528.1057	5172.4453	5821.5388	12983.7342	6346.9785	4793.0102	6731.4599	8610.2559	7413.2557	9262.9223	3466.8181	6174.5204	7067.5622	1643.0379	6437.093	5673.4146	6261.4477	10509.266	4452.0532	8398.5882	10662.5403	8590.2429	11066.1608	6351.5289	8429.3509	7192.1243	6703.7962	4761.6302	6817.7451	18040.7913	26849.2411	10377.1182	10489.281	14478.2075	8483.9468	13329.6292	10566.1709	8612.145	5656.3937	16127.9411	7488.7609	4429.0664	5422.1037	6565.0893	10361.7762	3693.0353	7482.3322	9711.7381	16353.9411	7895.4731	7202.6901	5111.0869	6400.8911	7838.4163	6529.7955	4672.5765	5340.7036	6889.2101	5443.3608	6507.7778	8840.615	14291.3755	9175.8148
HEXITOLDEGSUPER-PWY	5330.8071	3314.4658	4443.0104	4147.2334	4209.2803	8432.7119	4198.066	3247.4871	4045.0291	4298.9281	4561.9626	5237.7447	3378.263	4972.8751	4674.1263	2219.4542	5789.5066	4870.8991	4814.3387	4633.965	2927.9362	4907.341	6604.6036	5556.9972	6378.7546	4928.6686	4976.8129	4515.524	5906.3915	3787.0753	5270.4174	11061.1737	16776.1429	5575.4886	8004.1985	10341.2207	5227.2347	6004.1937	8532.4957	6349.2619	4844.5839	6387.3629	3865.7883	5003.3349	4378.5104	4144.5409	4714.2056	1930.0626	6196.3518	6191.6709	7145.6778	7731.0034	4778.7456	3256.7063	6246.6464	3585.6971	2397.5743	3043.1405	3592.1288	4133.2815	3264.2933	4218.0206	5369.5181	4567.3739	4487.7677
HISDEG-PWY	3242.2617	4626.2976	3094.7248	4131.6753	5682.9492	11937.673	3011.2269	2699.4684	2690.3489	2388.3422	2272.6055	3422.3625	2998.3332	5068.04	4917.07	801.861	5221.9514	3353.5477	5248.3775	7143.9997	3019.0191	4731.9527	2257.6771	2212.0213	3359.082	2896.1294	3328.0721	2675.2742	4762.8908	2683.6697	5182.789	9156.0157	15304.3231	10024.6948	3663.7908	8083.965	7715.4623	7451.8596	9916.0395	3044.3188	2198.2169	5126.6277	6416.5017	5028.402	2770.1689	4838.3512	3280.5674	743.9324	4784.7759	7767.7113	8296.0047	4711.2875	5126.5115	2228.1526	4101.3269	3943.151	5711.2528	2703.2393	5491.365	5529.4133	5825.285	3575.1754	2651.4831	7930.741	4618.6897
HISTSYN-PWY	5344.0632	2406.2721	3841.4243	3658.0846	4172.7982	8841.6865	4578.8043	3298.4201	4417.3379	5185.9602	4895.8866	6501.8287	2246.7066	4406.8873	5124.8902	1155.937	4649.4744	4606.0538	4572.5233	6712.4175	3054.1146	5688.3796	5921.0008	5779.3345	7130.0801	4173.5207	5263.3203	4781.1678	3924.6474	2765.1347	5315.8238	12791.9765	19905.1688	6074.4226	7069.3869	12111.77	6400.6176	10988.1405	8817.6392	4857.1215	3489.4499	11243.9157	6618.2387	4470.9886	3596.1499	4007.3514	6522.4983	2449.9051	5349.7382	7790.3576	13479.4649	9302.6898	5297.5478	4584.9207	5182.8296	5009.7683	4918.1231	2981.4705	3455.62	3836.9729	3552.747	4168.4348	5944.0814	9777.4712	6256.8453
HOMOSER-METSYN-PWY	9995.9608	5096.1995	8234.3624	6635.184	7024.9548	16361.6855	7558.6278	6538.8886	8680.3119	8377.4716	8385.8789	10310.8629	6198.6043	9008.4638	9298.2624	4304.7711	9324.2215	8335.4093	6988.8247	7308.1604	5531.5677	8944.5046	12593.3435	8851.4414	12337.5057	8506.6674	8195.2474	8735.4407	10401.5907	6431.7679	8792.7847	19926.3012	26207.3709	12386.8576	17544.4279	17077.0985	11691.4284	13164.3599	15946.1227	11547.5281	8695.8658	13994.7881	9428.2958	8648.4634	10055.0398	10444.0243	9829.2985	4616.4053	11817.8554	10938.0349	17195.9044	14049.1124	7681.9807	6650.4853	14309.7584	7426.1133	8692.2292	6389.8405	9032.9826	9300.5286	7694.9703	8262.3172	11033.7343	10633.6553	8359.2237
HSERMETANA-PWY	8651.7338	5657.6344	7879.4921	6905.5641	7530.7362	17879.6614	8055.8525	6977.8685	7345.5317	8546.3853	7426.1435	9835.7276	5601.9197	9438.3216	9931.6325	2252.7388	9927.81	8404.0076	7919.4833	9996.1757	6088.886	9213.8234	11476.6423	8595.1327	11055.1687	7908.2166	8230.1771	7601.2033	9451.0134	5840.0162	9186.2713	22199.1149	30420.0464	13707.6955	15188.5315	18482.669	13254.6982	15580.7654	16061.6036	12024.5787	6588.4622	14815.3776	10774.9087	7195.9442	7182.772	11001.5533	9657.0465	3635.224	12601.8539	11944.4055	20006.2297	14545.4539	8689.4465	5725.6159	10905.1638	8501.1878	9395.7171	6583.9779	9871.9112	9903.1049	8473.3946	8021.5583	10059.2703	14128.7763	8967.0245
ILEUDEG-PWY	0.1802	0.0676	0.2469	0.1755	0.2555	0.6228	0.3844	0.3603	0.4217	0.1918	0.1165	0.455	0.2407	0.6865	0.556	0.0404	0.0668	0.1429	0.1887	0.2974	0.1825	0.3184	0.0085	0.073	0.1219	0.0839	0.1755	0.299	0.3137	0.191	0.3044	0.3572	1.001	0.0217	0.0163	0.2858	0.4566	0.6841	0.695	0.0559	0.014	0.3316	0.1514	0.0567	0.0924	0.087	0.0	0.0233	0.3805	0.5576	2.7853	0.1545	0.0551	0.2749	0.0388	0.1918	0.1918	0.0878	0.2516	0.1079	0.184	0.3929	0.3106	0.3409	0.233
